5	3200
n004685	23	n008120	51
n004685	25	n000010	49
n004685	31	n002059	73
n004685	46	n001478	97
n004685	5	n006128	66
n004685	61	n005979	48
n004685	60	n002470	51
n003666	74	n003711	20
n003666	77	n007875	88
n003666	95	n003464	14
n003666	96	n001304	89
n003666	77	n008022	32
n003666	32	n001782	24
n003666	47	n004068	42
n003666	38	n004245	69
n003666	90	n006208	81
n003666	93	n005851	14
n006770	50	n009140	13
n006770	93	n004474	3
n006770	73	n000748	82
n006770	21	n005979	68
n006770	61	n008394	26
n006770	20	n001304	46
n006770	78	n006487	65
n006770	87	n002164	96
n006770	48	n005844	77
n006770	35	n003534	26
n002912	12	n009065	58
n002912	89	n004068	95
n002912	85	n004436	28
n002912	40	n006405	89
n002912	20	n006425	4
n002912	67	n006584	73
n002912	14	n001565	22
n002912	91	n006703	9
n002912	36	n000437	95
n002912	61	n008816	25
n007497	56	n006425	27
n007497	53	n001454	81
n007497	74	n008913	12
n007497	89	n002381	19
n007497	12	n007823	55
n007497	60	n005354	46
n007497	40	n007096	21
n007497	49	n003830	2
n007497	93	n002433	23
n007497	30	n001081	28
n001304	66	n007570	69
n001304	78	n004581	24
n001304	92	n008805	36
n001304	65	n008763	64
n001304	85	n001338	1
n001304	77	n006213	3
n001304	71	n005872	53
n001304	37	n008709	100
n001304	80	n004631	89
n001304	32	n008618	47
n000010	100	n002273	76
n000010	45	n009142	98
n000010	73	n006344	86
n000010	26	n001426	43
n000010	81	n004692	32
n000010	59	n001755	97
n000010	100	n004581	33
n000010	34	n005108	16
n000010	79	n005756	43
n000010	29	n002676	84
n006128	22	n005978	76
n006128	88	n004323	29
n006128	88	n008454	59
n006128	100	n003830	58
n006128	84	n005450	32
n006128	75	n006584	70
n006128	77	n000436	100
n006128	92	n007089	32
n006128	56	n004556	28
n006128	36	n005756	57
n006587	78	n003666	32
n006587	31	n004436	67
n006587	93	n007320	68
n006587	74	n007782	42
n006587	60	n005064	47
n006587	50	n006215	33
n006587	66	n000410	40
n006587	85	n002961	55
n006587	31	n004768	22
n006587	54	n007096	11
n004486	100	n002823	45
n004486	95	n004638	32
n004486	41	n009083	96
n004486	91	n003635	68
n004486	50	n006075	31
n004486	84	n005472	62
n004486	12	n007686	89
n004486	30	n002296	66
n004486	11	n008763	64
n004486	80	n008737	38
n005108	4	n004323	54
n005108	34	n000010	5
n005108	94	n003725	7
n005108	37	n006280	15
n005108	37	n001576	43
n005108	80	n001503	43
n005108	43	n000840	18
n005108	58	n007089	88
n005108	69	n001571	50
n005108	77	n003697	3
n008273	28	n000371	62
n008273	39	n003830	16
n008273	49	n004577	100
n008273	20	n007951	44
n008273	68	n008178	15
n008273	35	n002580	73
n008273	43	n003558	98
n008273	21	n002166	97
n008273	72	n007864	89
n008273	23	n008660	34
n001597	85	n008913	100
n001597	17	n006344	41
n001597	26	n000609	8
n001597	46	n002101	41
n001597	50	n005429	9
n001597	21	n008685	58
n001597	50	n008452	56
n001597	73	n001503	83
n001597	61	n007823	82
n001597	93	n005063	38
n008816	40	n002961	26
n008816	43	n007097	72
n008816	95	n008712	30
n008816	77	n001426	88
n008816	88	n002381	66
n008816	68	n000635	1
n008816	86	n001426	40
n008816	98	n004573	96
n008816	95	n003830	95
n008816	70	n008985	77
n007406	4	n000135	36
n007406	5	n008155	14
n007406	66	n000189	30
n007406	60	n000739	19
n007406	65	n002688	88
n007406	18	n003725	72
n007406	5	n001576	24
n007406	95	n007381	56
n007406	87	n002912	64
n007406	74	n004631	57
n003436	55	n004958	31
n003436	9	n006213	95
n003436	19	n008913	51
n003436	85	n005704	13
n003436	35	n001467	76
n003436	63	n009116	41
n003436	53	n005772	50
n003436	71	n003725	68
n003436	4	n005105	45
n003436	95	n003436	68
n007096	32	n009065	17
n007096	44	n005911	43
n007096	20	n006405	83
n007096	47	n003530	90
n007096	34	n006587	46
n007096	67	n004581	39
n007096	90	n003558	26
n007096	42	n007182	32
n007096	97	n001023	1
n007096	8	n005429	82
n000882	45	n005425	85
n000882	79	n001250	42
n000882	99	n008108	88
n000882	79	n000028	7
n000882	6	n002775	30
n000882	13	n002757	49
n000882	57	n009140	93
n000882	85	n003436	72
n000882	46	n005472	77
n000882	8	n008149	1
n001366	78	n003902	30
n001366	100	n000748	1
n001366	4	n009040	21
n001366	51	n005559	18
n001366	68	n000609	6
n001366	38	n000609	84
n001366	80	n007097	78
n001366	9	n009114	13
n001366	68	n002159	95
n001366	15	n002470	26
n006723	5	n008816	97
n006723	43	n008711	98
n006723	95	n008120	77
n006723	44	n008120	83
n006723	76	n009116	21
n006723	55	n003725	29
n006723	62	n005185	81
n006723	25	n007864	91
n006723	66	n006387	85
n006723	68	n009083	52
n003635	23	n009072	20
n003635	20	n007864	96
n003635	33	n002434	15
n003635	13	n003534	51
n003635	42	n006224	84
n003635	1	n007182	73
n003635	69	n008143	2
n003635	13	n000878	46
n003635	62	n009065	29
n003635	40	n004474	84
n005704	97	n000433	40
n005704	15	n002433	81
n005704	28	n009083	77
n005704	41	n009085	44
n005704	43	n005772	19
n005704	73	n005911	38
n005704	80	n008575	35
n005704	21	n007664	54
n005704	40	n003558	93
n005704	84	n008913	27
n000878	39	n001782	79
n000878	19	n008805	82
n000878	76	n006703	38
n000878	28	n003464	81
n000878	53	n002846	74
n000878	25	n003166	36
n000878	98	n001454	65
n000878	71	n009085	2
n000878	75	n005911	81
n000878	62	n009119	95
n008686	66	n005434	95
n008686	39	n007495	59
n008686	95	n008685	65
n008686	64	n009076	39
n008686	35	n002434	56
n008686	9	n004436	3
n008686	57	n004817	1
n008686	75	n006216	46
n008686	83	n007810	56
n008686	84	n001081	33
n000840	75	n008541	55
n000840	37	n004958	43
n000840	12	n008149	92
n000840	71	n005513	35
n000840	6	n004556	79
n000840	16	n000739	24
n000840	73	n008764	99
n000840	71	n004772	23
n000840	54	n006887	78
n000840	39	n007728	41
n007498	16	n009129	34
n007498	28	n000189	50
n007498	87	n004685	80
n007498	85	n000740	71
n007498	48	n001338	28
n007498	36	n004514	33
n007498	15	n005896	88
n007498	6	n006280	72
n007498	84	n007884	42
n007498	54	n004946	95
n004474	93	n008346	78
n004474	4	n002101	17
n004474	32	n009116	69
n004474	22	n000433	16
n004474	92	n007652	31
n004474	54	n004546	5
n004474	14	n000433	75
n004474	33	n007686	2
n004474	56	n002059	5
n004474	30	n001576	30
n006581	46	n000136	71
n006581	65	n004573	30
n006581	57	n002859	7
n006581	46	n006280	90
n006581	18	n003635	81
n006581	99	n008273	34
n006581	77	n000868	87
n006581	58	n009065	14
n006581	10	n001183	72
n006581	28	n003830	46
n001596	1	n008034	62
n001596	55	n003010	14
n001596	1	n006587	39
n001596	46	n003010	32
n001596	60	n002164	64
n001596	56	n005472	75
n001596	66	n007728	21
n001596	39	n007166	94
n001596	17	n008618	55
n001596	47	n009083	21
n003464	82	n003436	17
n003464	81	n006487	48
n003464	21	n006336	69
n003464	53	n000189	17
n003464	23	n007182	99
n003464	58	n009129	62
n003464	85	n007810	79
n003464	61	n005756	64
n003464	80	n000970	48
n003464	81	n007728	60
n005793	98	n003664	13
n005793	93	n007654	8
n005793	2	n001503	91
n005793	8	n007320	25
n005793	82	n008660	1
n005793	95	n007580	56
n005793	70	n005911	90
n005793	68	n002859	61
n005793	19	n007097	88
n005793	70	n004685	9
n001565	65	n006213	1
n001565	39	n006309	42
n001565	66	n007652	33
n001565	46	n006309	6
n001565	41	n007347	47
n001565	9	n009058	86
n001565	54	n002961	11
n001565	5	n003830	7
n001565	60	n000010	69
n001565	37	n005064	44
n008618	75	n003215	46
n008618	59	n009278	76
n008618	28	n000635	92
n008618	85	n000107	17
n008618	70	n006770	93
n008618	20	n007852	13
n008618	93	n001362	15
n008618	35	n008764	53
n008618	56	n005793	30
n008618	41	n008034	19
n002580	79	n004068	38
n002580	51	n001710	23
n002580	5	n002823	23
n002580	34	n007937	36
n002580	54	n000136	3
n002580	79	n006435	94
n002580	56	n004577	5
n002580	96	n005354	85
n002580	20	n007864	70
n002580	68	n006215	37
n007802	90	n002580	72
n007802	81	n001362	39
n007802	82	n007166	99
n007802	25	n000635	28
n007802	10	n005872	34
n007802	6	n009023	86
n007802	36	n006075	13
n007802	79	n000739	30
n007802	84	n007089	97
n007802	37	n006159	49
n005756	61	n001503	82
n005756	75	n009085	30
n005756	81	n001456	17
n005756	56	n008155	15
n005756	12	n007166	95
n005756	32	n008541	92
n005756	59	n002159	38
n005756	84	n001435	29
n005756	72	n005185	46
n005756	80	n005772	47
n007055	96	n007406	95
n007055	18	n002493	46
n007055	50	n005872	12
n007055	67	n008178	92
n007055	16	n008764	5
n007055	49	n001110	62
n007055	2	n005704	27
n007055	53	n005064	34
n007055	45	n007497	15
n007055	81	n001454	66
n008022	42	n007478	28
n008022	56	n002059	7
n008022	58	n006213	15
n008022	93	n005063	30
n008022	100	n007215	29
n008022	28	n006255	54
n008022	68	n006358	5
n008022	25	n002493	70
n008022	39	n006064	55
n008022	80	n007166	49
n008446	56	n003666	78
n008446	86	n005354	34
n008446	71	n004573	76
n008446	29	n001023	97
n008446	60	n007875	35
n008446	94	n003467	63
n008446	43	n004768	16
n008446	58	n004468	59
n008446	91	n004068	92
n008446	38	n005844	62
n007097	31	n001482	65
n007097	57	n009085	61
n007097	62	n000028	88
n007097	21	n008454	67
n007097	73	n001362	39
n007097	97	n005185	81
n007097	100	n000010	70
n007097	38	n004436	47
n007097	53	n003664	86
n007097	12	n000135	95
n000410	79	n007810	93
n000410	17	n001426	38
n000410	64	n004577	48
n000410	74	n002166	25
n000410	86	n006487	36
n000410	63	n005687	21
n000410	71	n005872	17
n000410	89	n002381	70
n000410	96	n005404	99
n000410	93	n001755	35
n007912	41	n005808	43
n007912	51	n007096	32
n007912	89	n000730	16
n007912	95	n001597	80
n007912	25	n003354	37
n007912	14	n007096	90
n007912	8	n001482	56
n007912	9	n009119	88
n007912	42	n009023	27
n007912	78	n001338	19
n008730	57	n000010	64
n008730	31	n000687	92
n008730	10	n009118	38
n008730	58	n007864	62
n008730	88	n004631	49
n008730	5	n007654	96
n008730	93	n002103	46
n008730	82	n005201	85
n008730	93	n007654	9
n008730	45	n001426	81
n009040	48	n000028	35
n009040	100	n006199	59
n009040	28	n008985	98
n009040	82	n000010	1
n009040	30	n000802	52
n009040	50	n001710	58
n009040	25	n005201	59
n009040	8	n005844	35
n009040	96	n006213	16
n009040	27	n002103	63
n008737	22	n005756	50
n008737	15	n006584	27
n008737	98	n008110	51
n008737	49	n000740	97
n008737	98	n005063	24
n008737	41	n007782	85
n008737	1	n007089	42
n008737	6	n001023	27
n008737	20	n002166	39
n008737	18	n008322	32
n004767	70	n000878	97
n004767	11	n006280	9
n004767	18	n000436	49
n004767	5	n002604	99
n004767	91	n001503	62
n004767	54	n004817	30
n004767	27	n001571	89
n004767	59	n000128	19
n004767	25	n007406	66
n004767	99	n008712	88
n009085	46	n000687	89
n009085	51	n009072	75
n009085	98	n004186	80
n009085	88	n006309	3
n009085	50	n006387	47
n009085	48	n005425	42
n009085	23	n006336	9
n009085	8	n002166	93
n009085	67	n006770	44
n009085	10	n000349	76
n006462	45	n002101	21
n006462	23	n008778	42
n006462	94	n004186	59
n006462	36	n005974	65
n006462	19	n009085	64
n006462	24	n002273	2
n006462	3	n000328	25
n006462	6	n004772	82
n006462	35	n006633	56
n006462	35	n006128	15
n007782	85	n000371	64
n007782	4	n004539	51
n007782	82	n009278	100
n007782	31	n009140	72
n007782	30	n008273	92
n007782	52	n009278	23
n007782	46	n001426	1
n007782	80	n000410	19
n007782	78	n003711	68
n007782	66	n008346	78
n000137	92	n000436	10
n000137	88	n000189	49
n000137	73	n008737	49
n000137	98	n008985	32
n000137	4	n005354	80
n000137	19	n000433	2
n000137	64	n006344	65
n000137	6	n008429	40
n000137	93	n006215	50
n000137	98	n001710	36
n009076	71	n008143	70
n009076	78	n002773	90
n009076	40	n006213	68
n009076	58	n006237	97
n009076	60	n005201	76
n009076	53	n001597	72
n009076	85	n006199	77
n009076	43	n000436	40
n009076	39	n005896	89
n009076	34	n008034	61
n003573	89	n009114	16
n003573	56	n000328	79
n003573	64	n000349	95
n003573	12	n008985	94
n003573	36	n008779	58
n003573	71	n005513	58
n003573	88	n006614	61
n003573	10	n008034	28
n003573	18	n005201	21
n003573	40	n008178	53
n002859	66	n001526	95
n002859	63	n003902	41
n002859	87	n007686	22
n002859	14	n000687	10
n002859	51	n006255	60
n002859	9	n000878	57
n002859	64	n000740	58
n002859	67	n000136	79
n002859	38	n005851	85
n002859	89	n003467	83
n001426	50	n006887	26
n001426	11	n007937	77
n001426	22	n006336	32
n001426	67	n005808	86
n001426	54	n008273	94
n001426	32	n007852	35
n001426	85	n007097	29
n001426	29	n001283	40
n001426	35	n006208	95
n001426	20	n006584	22
n005429	36	n003155	69
n005429	5	n006742	12
n005429	85	n009072	59
n005429	20	n007113	96
n005429	20	n007164	91
n005429	15	n006159	37
n005429	98	n009093	73
n005429	9	n003337	60
n005429	100	n000439	50
n005429	9	n004323	42
n006604	14	n003711	89
n006604	94	n002493	76
n006604	49	n006280	2
n006604	57	n008711	73
n006604	59	n004768	62
n006604	57	n004556	16
n006604	87	n002826	2
n006604	30	n008805	84
n006604	91	n000802	10
n006604	57	n008346	52
n001283	13	n007875	82
n001283	61	n008110	87
n001283	20	n006353	22
n001283	90	n001183	49
n001283	62	n008712	81
n001283	31	n003898	16
n001283	28	n008178	31
n001283	6	n000748	36
n001283	39	n004768	46
n001283	91	n006430	68
n006064	16	n001167	28
n006064	5	n002912	62
n006064	11	n003354	85
n006064	21	n001110	90
n006064	2	n000802	21
n006064	13	n008779	85
n006064	4	n006742	10
n006064	53	n003534	9
n006064	91	n008273	44
n006064	96	n002059	12
n008763	47	n001283	4
n008763	100	n001426	43
n008763	19	n009119	45
n008763	46	n004663	7
n008763	47	n009118	10
n008763	25	n006075	17
n008763	79	n004692	82
n008763	42	n003830	34
n008763	89	n001456	78
n008763	65	n005404	41
n008764	94	n009278	96
n008764	56	n000107	17
n008764	40	n005772	68
n008764	19	n009040	34
n008764	44	n002124	50
n008764	7	n007823	58
n008764	45	n000328	91
n008764	2	n007089	33
n008764	91	n008155	66
n008764	30	n002470	28
n004539	42	n001755	7
n004539	36	n003902	48
n004539	96	n007884	94
n004539	69	n008709	98
n004539	76	n007884	9
n004539	76	n005808	25
n004539	95	n002434	90
n004539	59	n002101	95
n004539	40	n004685	54
n004539	65	n001362	4
n004768	64	n007113	75
n004768	95	n002470	19
n004768	34	n003354	90
n004768	98	n000688	59
n004768	81	n004323	97
n004768	53	n009040	35
n004768	37	n001304	20
n004768	6	n000687	91
n004768	24	n009041	63
n004768	51	n008108	64
n009083	92	n006199	26
n009083	58	n009116	47
n009083	37	n000882	17
n009083	93	n006887	33
n009083	84	n002846	3
n009083	89	n006353	32
n009083	1	n000328	94
n009083	1	n002859	84
n009083	39	n004946	31
n009083	8	n005063	23
n000136	20	n008618	52
n000136	39	n005793	49
n000136	91	n006614	90
n000136	84	n002103	54
n000136	39	n008730	61
n000136	91	n003436	56
n000136	22	n006353	31
n000136	81	n000878	81
n000136	63	n007875	57
n000136	30	n009041	90
n005472	64	n009119	11
n005472	83	n002580	53
n005472	94	n008737	42
n005472	62	n006462	7
n005472	36	n007652	32
n005472	54	n008322	35
n005472	17	n002381	3
n005472	24	n003655	45
n005472	4	n007782	61
n005472	63	n008178	76
n008709	77	n009118	22
n008709	85	n003902	96
n008709	98	n000010	59
n008709	63	n003473	57
n008709	55	n006405	68
n008709	27	n003902	81
n008709	57	n004186	64
n008709	50	n006344	7
n008709	75	n008322	15
n008709	48	n000437	10
n009041	16	n004546	71
n009041	50	n002676	24
n009041	32	n004663	67
n009041	37	n004323	40
n009041	38	n009114	1
n009041	42	n004514	18
n009041	17	n005434	90
n009041	42	n000410	35
n009041	64	n004486	70
n009041	37	n008178	57
n007580	1	n007190	43
n007580	50	n008394	60
n007580	24	n004436	23
n007580	64	n002616	3
n007580	33	n008034	7
n007580	99	n003464	19
n007580	51	n001755	32
n007580	62	n006430	5
n007580	56	n002580	80
n007580	65	n001283	20
n000107	43	n008452	27
n000107	60	n000028	84
n000107	89	n001467	59
n000107	70	n001338	64
n000107	27	n008577	74
n000107	33	n000878	10
n000107	91	n004573	62
n000107	82	n009116	64
n000107	23	n006584	18
n000107	16	n004245	7
n001081	99	n008763	2
n001081	2	n006237	68
n001081	29	n007875	87
n001081	45	n005450	23
n001081	12	n007215	94
n001081	39	n009119	42
n001081	13	n004539	56
n001081	87	n009085	45
n001081	10	n001454	2
n001081	39	n005063	8
n002604	43	n006237	96
n002604	38	n002159	69
n002604	30	n001250	20
n002604	8	n001576	49
n002604	77	n005063	16
n002604	74	n000137	56
n002604	94	n007570	38
n002604	35	n005844	22
n002604	18	n007912	25
n002604	12	n005425	66
n009015	35	n000437	82
n009015	91	n002159	100
n009015	69	n008446	3
n009015	4	n008709	95
n009015	56	n002166	12
n009015	9	n000838	13
n009015	20	n009076	39
n009015	52	n007055	55
n009015	49	n009019	51
n009015	45	n000189	80
n004958	90	n007497	85
n004958	93	n001202	79
n004958	89	n001755	37
n004958	51	n004817	1
n004958	95	n006237	24
n004958	97	n002773	60
n004958	22	n004486	23
n004958	36	n004946	32
n004958	60	n009072	6
n004958	88	n004486	3
n006633	78	n001283	35
n006633	11	n001467	24
n006633	55	n002434	16
n006633	63	n004817	38
n006633	55	n008446	56
n006633	17	n004245	85
n006633	98	n009140	39
n006633	89	n002434	96
n006633	50	n003215	86
n006633	8	n006633	82
n003725	93	n007654	9
n003725	86	n009118	34
n003725	83	n003902	83
n003725	35	n009114	11
n003725	37	n003534	99
n003725	1	n007497	98
n003725	100	n007190	37
n003725	76	n000410	70
n003725	86	n005978	10
n003725	28	n006750	87
n007347	7	n002859	70
n007347	56	n006353	50
n007347	66	n001596	8
n007347	71	n008143	72
n007347	20	n006237	79
n007347	18	n000136	19
n007347	87	n009040	89
n007347	11	n006703	9
n007347	47	n006604	87
n007347	91	n005851	29
n006430	54	n001526	89
n006430	62	n008429	42
n006430	76	n002381	54
n006430	62	n000635	41
n006430	18	n005756	11
n006430	86	n005157	73
n006430	88	n000635	30
n006430	71	n007652	26
n006430	73	n006703	14
n006430	59	n007498	52
n009023	16	n006487	95
n009023	43	n002961	48
n009023	55	n005687	46
n009023	55	n004468	81
n009023	61	n003155	18
n009023	75	n006199	90
n009023	44	n005377	42
n009023	13	n006633	69
n009023	40	n001571	46
n009023	54	n002434	45
n002676	34	n008816	52
n002676	12	n006344	95
n002676	98	n001526	99
n002676	30	n000091	3
n002676	61	n000433	29
n002676	56	n001467	87
n002676	29	n002103	91
n002676	12	n007823	27
n002676	40	n008454	47
n002676	64	n007664	38
n004581	92	n008805	86
n004581	12	n008454	12
n004581	44	n008730	62
n004581	4	n008429	25
n004581	46	n000010	54
n004581	17	n009076	40
n004581	50	n002433	4
n004581	53	n007884	66
n004581	17	n006723	48
n004581	69	n001338	44
n009058	49	n008779	84
n009058	63	n002580	42
n009058	38	n003354	55
n009058	34	n004692	81
n009058	65	n006466	77
n009058	37	n006159	17
n009058	15	n002124	25
n009058	93	n005157	21
n009058	15	n001862	83
n009058	83	n002604	90
n004323	23	n007089	57
n004323	87	n002688	11
n004323	60	n002101	24
n004323	5	n007884	28
n004323	84	n005185	20
n004323	97	n007097	83
n004323	49	n005979	8
n004323	91	n005808	84
n004323	25	n000189	54
n004323	91	n001710	42
n009093	86	n002676	21
n009093	89	n001597	94
n009093	100	n005185	17
n009093	91	n002775	36
n009093	41	n003530	20
n009093	62	n005756	66
n009093	28	n007875	51
n009093	12	n000838	18
n009093	49	n008985	29
n009093	1	n004692	71
n002823	94	n009085	79
n002823	94	n002493	99
n002823	72	n008816	84
n002823	62	n001482	86
n002823	23	n006723	73
n002823	84	n009040	38
n002823	91	n004245	21
n002823	19	n005379	94
n002823	96	n003711	83
n002823	19	n003902	25
n000748	61	n003996	86
n000748	82	n005472	88
n000748	2	n004817	95
n000748	1	n005105	58
n000748	53	n007823	26
n000748	64	n000437	58
n000748	38	n006128	25
n000748	80	n009119	38
n000748	87	n005425	32
n000748	38	n005450	35
n006487	39	n002961	19
n006487	89	n001202	93
n006487	56	n006703	83
n006487	20	n007166	22
n006487	26	n005201	57
n006487	33	n005979	97
n006487	3	n008429	82
n006487	94	n000128	15
n006487	43	n000748	37
n006487	46	n009114	84
n003902	68	n008032	61
n003902	43	n007113	79
n003902	17	n003530	49
n003902	26	n007654	66
n003902	37	n002059	94
n003902	34	n002124	79
n003902	10	n008454	10
n003902	60	n006224	42
n003902	100	n004186	42
n003902	96	n001081	7
n006213	98	n000882	80
n006213	35	n007782	99
n006213	3	n003166	80
n006213	98	n003166	80
n006213	28	n003898	21
n006213	57	n004556	60
n006213	55	n008110	62
n006213	71	n007182	70
n006213	88	n009118	100
n006213	6	n004946	94
n002223	30	n005404	47
n002223	93	n005185	48
n002223	3	n007320	11
n002223	81	n007686	5
n002223	60	n003711	34
n002223	45	n000410	13
n002223	84	n002166	2
n002223	73	n004436	50
n002223	31	n007498	19
n002223	72	n008375	77
n000128	79	n009083	82
n000128	15	n000740	60
n000128	34	n005201	86
n000128	57	n003166	8
n000128	67	n001202	1
n000128	65	n002961	99
n000128	73	n000010	63
n000128	7	n001467	27
n000128	6	n003573	58
n000128	54	n001283	94
n000371	3	n006581	70
n000371	61	n005064	81
n000371	17	n006075	23
n000371	96	n006614	77
n000371	93	n009072	81
n000371	62	n001366	83
n000371	63	n001023	10
n000371	22	n005793	18
n000371	84	n001454	82
n000371	75	n001338	89
n000349	47	n002166	97
n000349	38	n008660	98
n000349	82	n005472	42
n000349	61	n004468	8
n000349	9	n000189	54
n000349	84	n006717	5
n000349	49	n005429	2
n000349	90	n009129	39
n000349	58	n008985	86
n000349	10	n007096	70
n002846	75	n005793	50
n002846	74	n000189	29
n002846	87	n009285	95
n002846	43	n005326	35
n002846	35	n004468	13
n002846	14	n008816	60
n002846	20	n006216	16
n002846	9	n000838	94
n002846	35	n000840	11
n002846	43	n003635	19
n005851	49	n004631	57
n005851	26	n003752	84
n005851	19	n002859	81
n005851	63	n004581	38
n005851	48	n004817	42
n005851	35	n001456	75
n005851	91	n002859	21
n005851	13	n005201	71
n005851	90	n005201	31
n005851	61	n001782	38
n001250	1	n006462	6
n001250	28	n006358	97
n001250	83	n006717	45
n001250	69	n009040	90
n001250	77	n001167	39
n001250	36	n007654	11
n001250	67	n005978	6
n001250	96	n005974	7
n001250	53	n000136	63
n001250	84	n008034	4
n006075	51	n006064	63
n006075	95	n004685	54
n006075	30	n008730	80
n006075	49	n004323	50
n006075	75	n005108	75
n006075	75	n001250	13
n006075	73	n000439	17
n006075	23	n000189	39
n006075	22	n000328	67
n006075	51	n008685	51
n003155	15	n001456	57
n003155	85	n003156	100
n003155	9	n007728	75
n003155	32	n001426	41
n003155	27	n008143	16
n003155	49	n005157	56
n003155	62	n005851	64
n003155	96	n006703	8
n003155	26	n008143	33
n003155	23	n001467	84
n005064	14	n005896	85
n005064	32	n001362	92
n005064	1	n000107	73
n005064	20	n000609	82
n005064	81	n000882	90
n005064	41	n003996	23
n005064	44	n008108	83
n005064	77	n006237	60
n005064	10	n006435	52
n005064	32	n005978	97
n004946	9	n009129	58
n004946	77	n003436	95
n004946	66	n008022	95
n004946	9	n006717	20
n004946	34	n005844	12
n004946	60	n001110	78
n004946	19	n006487	6
n004946	48	n008446	16
n004946	81	n005105	18
n004946	68	n006627	63
n005063	39	n005844	92
n005063	93	n008737	23
n005063	54	n002757	97
n005063	21	n007381	22
n005063	100	n007951	41
n005063	78	n004692	56
n005063	15	n003711	90
n005063	8	n003530	24
n005063	70	n004768	77
n005063	39	n009065	67
n001454	67	n009080	9
n001454	30	n001283	63
n001454	70	n005425	96
n001454	89	n005974	71
n001454	56	n005379	75
n001454	39	n000840	75
n001454	67	n001577	13
n001454	59	n005379	30
n001454	21	n005354	59
n001454	72	n009140	64
n006215	82	n003573	81
n006215	3	n009140	74
n006215	4	n006466	83
n006215	39	n001167	80
n006215	36	n008149	13
n006215	26	n004581	33
n006215	28	n000821	12
n006215	87	n009285	9
n006215	15	n001426	68
n006215	79	n004663	30
n001202	6	n006430	45
n001202	85	n009118	73
n001202	22	n001426	17
n001202	74	n005808	36
n001202	32	n007782	47
n001202	19	n007495	6
n001202	19	n003156	90
n001202	75	n003830	3
n001202	74	n001362	53
n001202	19	n005377	73
n008149	94	n007686	32
n008149	72	n006633	27
n008149	87	n002164	72
n008149	83	n007166	33
n008149	15	n008686	5
n008149	10	n006336	24
n008149	20	n008155	57
n008149	90	n006213	33
n008149	41	n006717	36
n008149	20	n008032	85
n000740	49	n000410	68
n000740	50	n003436	74
n000740	2	n002381	22
n000740	98	n005434	48
n000740	59	n002846	24
n000740	30	n008779	20
n000740	7	n004539	57
n000740	78	n006353	87
n000740	70	n001362	18
n000740	12	n006581	73
n008178	30	n000878	93
n008178	27	n006128	36
n008178	52	n000840	36
n008178	9	n004556	11
n008178	98	n007664	76
n008178	76	n003902	29
n008178	47	n006717	63
n008178	17	n007166	30
n008178	5	n008985	99
n008178	62	n008452	82
n006224	99	n007089	77
n006224	83	n001782	19
n006224	43	n000136	97
n006224	84	n008110	73
n006224	5	n007864	91
n006224	30	n002912	10
n006224	70	n001571	21
n006224	63	n003898	86
n006224	28	n005429	9
n006224	45	n003664	92
n004573	72	n009140	66
n004573	25	n009116	81
n004573	36	n002493	37
n004573	51	n000730	29
n004573	77	n009285	61
n004573	40	n006584	27
n004573	2	n008618	81
n004573	20	n005559	55
n004573	58	n006344	65
n004573	24	n000433	30
n008711	29	n004958	60
n008711	88	n005749	83
n008711	17	n002159	26
n008711	66	n002676	79
n008711	72	n000439	74
n008711	23	n001456	92
n008711	51	n001110	12
n008711	100	n001596	55
n008711	86	n005687	9
n008711	44	n001426	16
n008375	16	n001081	35
n008375	94	n005978	59
n008375	81	n005450	38
n008375	62	n000010	82
n008375	54	n004692	62
n008375	12	n001304	46
n008375	84	n000970	48
n008375	46	n002616	27
n008375	14	n007055	48
n008375	27	n000688	72
n008577	50	n005851	59
n008577	9	n003752	25
n008577	30	n007406	80
n008577	65	n009093	78
n008577	36	n009140	79
n008577	28	n007320	78
n008577	72	n003155	92
n008577	32	n008273	80
n008577	57	n006159	63
n008577	5	n007912	26
n000970	70	n006224	7
n000970	21	n006717	52
n000970	13	n000838	60
n000970	88	n002604	91
n000970	24	n001366	82
n000970	72	n002164	15
n000970	27	n001304	27
n000970	54	n000091	57
n000970	28	n003655	81
n000970	96	n001454	92
n007164	1	n009116	34
n007164	5	n001366	63
n007164	79	n006587	90
n007164	64	n001596	6
n007164	33	n007406	81
n007164	37	n002223	94
n007164	49	n007810	34
n007164	42	n000371	72
n007164	54	n002823	32
n007164	15	n003830	89
n006614	93	n002223	74
n006614	18	n002604	55
n006614	37	n001304	4
n006614	40	n006462	1
n006614	39	n009093	12
n006614	52	n006358	26
n006614	16	n002757	14
n006614	72	n007182	45
n006614	98	n000371	99
n006614	98	n005108	48
n007190	65	n005157	28
n007190	8	n008618	65
n007190	13	n008764	34
n007190	27	n000128	92
n007190	60	n005559	86
n007190	18	n008446	30
n007190	63	n005105	36
n007190	41	n006581	3
n007190	76	n007875	57
n007190	15	n001467	23
n003530	90	n005434	33
n003530	23	n004772	53
n003530	93	n000091	31
n003530	26	n006750	50
n003530	95	n004685	8
n003530	71	n007728	49
n003530	40	n001467	30
n003530	70	n006280	78
n003530	14	n003010	25
n003530	69	n000838	50
n007951	15	n004546	96
n007951	25	n007912	93
n007951	71	n005429	23
n007951	18	n006336	1
n007951	100	n008913	50
n007951	91	n008022	8
n007951	69	n009085	67
n007951	23	n006353	78
n007951	51	n001338	38
